2023-11-28 23:14:17.197 DEBUG:   (start of logging session)
2023-11-28 23:39:28.066 INFO:    Flushing CCI with 1 x 200.0 μL of 'pbs'.
2023-11-28 23:40:03.684 INFO:    Aliquoting 69.0 μL of 'media' and 131.0 μL from source well A1 to well A1 on plate 'stock_plate'.
2023-11-28 23:40:18.778 INFO:    Mixing at source plate location 'A1', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-28 23:41:26.230 INFO:    Aliquoting 49.0 μL of 'media' and 151.0 μL from source well B1 to well B1 on plate 'stock_plate'.
2023-11-28 23:41:38.335 INFO:    Mixing at source plate location 'B1', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-28 23:42:12.957 INFO:    Aliquoting 94.0 μL of 'media' and 106.0 μL from source well C1 to well C1 on plate 'stock_plate'.
2023-11-28 23:42:26.042 INFO:    Mixing at source plate location 'C1', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-28 23:42:59.727 INFO:    Aliquoting 94.4 μL of 'media' and 105.6 μL from source well D1 to well D1 on plate 'stock_plate'.
2023-11-28 23:43:12.879 INFO:    Mixing at source plate location 'D1', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-28 23:43:46.480 INFO:    Starting to quench set 2 (plate cols 9,10,11,12)...
2023-11-28 23:44:01.568 DEBUG:   Dispensed 200.0 μL media to quench column 9
2023-11-28 23:44:09.519 DEBUG:   Dispensed 200.0 μL media to quench column 10
2023-11-28 23:44:17.445 DEBUG:   Dispensed 200.0 μL media to quench column 11
2023-11-28 23:44:25.448 DEBUG:   Dispensed 200.0 μL media to quench column 12
2023-11-28 23:44:38.698 INFO:    Quenching set 2 complete.
2023-11-28 23:44:38.702 INFO:    Deactivating tempdeck.
2023-11-28 23:44:38.746 INFO:    Aliquoting 80.4 μL of 'media' and 119.6 μL from source well E1 to well E1 on plate 'stock_plate'.
2023-11-28 23:44:53.956 INFO:    Mixing at source plate location 'E1', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-28 23:45:27.976 INFO:    Aliquoting 104.7 μL of 'media' and 95.3 μL from source well F1 to well F1 on plate 'stock_plate'.
2023-11-28 23:45:41.412 INFO:    Mixing at source plate location 'F1', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-28 23:46:14.852 INFO:    Aliquoting 200.0 μL from source well G1 to well G1 on plate 'stock_plate'.
2023-11-28 23:46:21.258 INFO:    Mixing at source plate location 'G1', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-28 23:46:56.386 INFO:    Aliquoting 54.8 μL of 'media' and 145.2 μL from source well H1 to well H1 on plate 'stock_plate'.
2023-11-28 23:47:08.717 INFO:    Mixing at source plate location 'H1', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-28 23:47:51.810 INFO:    Mixing at source plate location 'A2', 15 cycles for stage 'postquench', well vol 260.0 μL, plunger boost ON
2023-11-28 23:47:52.961 DEBUG:   Enabling plunger boost for pipette '8ch', max speed 150.0, accel 1000.0
2023-11-28 23:48:17.771 DEBUG:   Disabling plunger boost for pipette '8ch'
2023-11-28 23:48:18.636 INFO:    Loading CCI from source column 2.
2023-11-28 23:49:26.723 INFO:    Running CCI counting scan for source plate column 2...
2023-11-28 23:50:42.041 INFO:    CCI counting scan complete.
2023-11-28 23:50:42.050 INFO:    Well A2: density = 103.4 cells/μL, valid_area = 96%
2023-11-28 23:50:42.054 INFO:    Well B2: density = 97.2 cells/μL, valid_area = 97%
2023-11-28 23:50:42.060 INFO:    Well C2: density = 70.8 cells/μL, valid_area = 97%
2023-11-28 23:50:42.064 INFO:    Well D2: density = 204.2 cells/μL, valid_area = 98%
2023-11-28 23:50:42.071 INFO:    Well E2: density = 143.7 cells/μL, valid_area = 98%
2023-11-28 23:50:42.076 INFO:    Well F2: density = 68.8 cells/μL, valid_area = 98%
2023-11-28 23:50:42.081 INFO:    Well G2: density = 117.9 cells/μL, valid_area = 98%
2023-11-28 23:50:42.085 INFO:    Well H2: density = 140.9 cells/μL, valid_area = 98%
2023-11-28 23:50:42.159 INFO:    Plate 'stock_plate' well A2: target = 12.5k cells, aliquot = 120.9 μL
2023-11-28 23:50:42.164 INFO:    Plate 'stock_plate' well B2: target = 12.5k cells, aliquot = 128.6 μL
2023-11-28 23:50:42.170 INFO:    Plate 'stock_plate' well C2: target = 12.5k cells, aliquot = 176.7 μL
2023-11-28 23:50:42.177 INFO:    Plate 'stock_plate' well D2: target = 12.5k cells, aliquot = 61.2 μL
2023-11-28 23:50:42.181 INFO:    Plate 'stock_plate' well E2: target = 12.5k cells, aliquot = 87.0 μL
2023-11-28 23:50:42.185 INFO:    Plate 'stock_plate' well F2: target = 12.5k cells, aliquot = 181.7 μL
2023-11-28 23:50:42.189 INFO:    Plate 'stock_plate' well G2: target = 12.5k cells, aliquot = 106.1 μL
2023-11-28 23:50:42.193 INFO:    Plate 'stock_plate' well H2: target = 12.5k cells, aliquot = 88.7 μL
2023-11-28 23:50:56.437 INFO:    Flushing CCI with 1 x 200.0 μL of 'pbs'.
2023-11-28 23:51:31.889 INFO:    Aliquoting 79.1 μL of 'media' and 120.9 μL from source well A2 to well A2 on plate 'stock_plate'.
2023-11-28 23:51:46.977 INFO:    Mixing at source plate location 'A2', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-28 23:52:20.782 INFO:    Aliquoting 71.4 μL of 'media' and 128.6 μL from source well B2 to well B2 on plate 'stock_plate'.
2023-11-28 23:52:33.370 INFO:    Mixing at source plate location 'B2', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-28 23:53:07.434 INFO:    Aliquoting 23.3 μL of 'media' and 176.7 μL from source well C2 to well C2 on plate 'stock_plate'.
2023-11-28 23:53:19.055 INFO:    Mixing at source plate location 'C2', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-28 23:53:54.205 INFO:    Aliquoting 138.8 μL of 'media' and 61.2 μL from source well D2 to well D2 on plate 'stock_plate'.
2023-11-28 23:54:08.368 INFO:    Mixing at source plate location 'D2', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-28 23:54:41.103 INFO:    Aliquoting 113.0 μL of 'media' and 87.0 μL from source well E2 to well E2 on plate 'stock_plate'.
2023-11-28 23:54:54.770 INFO:    Mixing at source plate location 'E2', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-28 23:55:28.041 INFO:    Aliquoting 18.3 μL of 'media' and 181.7 μL from source well F2 to well F2 on plate 'stock_plate'.
2023-11-28 23:55:39.704 INFO:    Mixing at source plate location 'F2', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-28 23:56:15.077 INFO:    Aliquoting 93.9 μL of 'media' and 106.1 μL from source well G2 to well G2 on plate 'stock_plate'.
2023-11-28 23:56:28.470 INFO:    Mixing at source plate location 'G2', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-28 23:57:02.245 INFO:    Aliquoting 111.3 μL of 'media' and 88.7 μL from source well H2 to well H2 on plate 'stock_plate'.
2023-11-28 23:57:15.878 INFO:    Mixing at source plate location 'H2', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-28 23:57:57.669 INFO:    Mixing at source plate location 'A3', 15 cycles for stage 'postquench', well vol 260.0 μL, plunger boost ON
2023-11-28 23:57:59.147 DEBUG:   Enabling plunger boost for pipette '8ch', max speed 150.0, accel 1000.0
2023-11-28 23:58:24.015 DEBUG:   Disabling plunger boost for pipette '8ch'
2023-11-28 23:58:24.882 INFO:    Loading CCI from source column 3.
2023-11-28 23:59:32.947 INFO:    Running CCI counting scan for source plate column 3...
2023-11-29 00:00:48.646 INFO:    CCI counting scan complete.
2023-11-29 00:00:48.651 INFO:    Well A3: density = 59.6 cells/μL, valid_area = 96%
2023-11-29 00:00:48.654 INFO:    Well B3: density = 101.1 cells/μL, valid_area = 97%
2023-11-29 00:00:48.663 INFO:    Well C3: density = 52.4 cells/μL, valid_area = 97%
2023-11-29 00:00:48.666 INFO:    Well D3: density = 152.1 cells/μL, valid_area = 98%
2023-11-29 00:00:48.670 INFO:    Well E3: density = 65.3 cells/μL, valid_area = 98%
2023-11-29 00:00:48.673 INFO:    Well F3: density = 329.2 cells/μL, valid_area = 96%
2023-11-29 00:00:48.676 INFO:    Well G3: density = 107.5 cells/μL, valid_area = 98%
2023-11-29 00:00:48.680 INFO:    Well H3: density = 71.7 cells/μL, valid_area = 98%
2023-11-29 00:00:48.737 WARNING: Plate 'stock_plate' well A3: seeding target (12.5k cells -> 209.6 μL) out of pipetting range - aliquoting max volume (200.0 μL)
2023-11-29 00:00:48.743 INFO:    Plate 'stock_plate' well A3: target = 12.5k cells, aliquot = 200.0 μL
2023-11-29 00:00:48.749 INFO:    Plate 'stock_plate' well B3: target = 12.5k cells, aliquot = 123.6 μL
2023-11-29 00:00:48.753 WARNING: Plate 'stock_plate' well C3: seeding target (12.5k cells -> 238.5 μL) out of pipetting range - aliquoting max volume (200.0 μL)
2023-11-29 00:00:48.760 INFO:    Plate 'stock_plate' well C3: target = 12.5k cells, aliquot = 200.0 μL
2023-11-29 00:00:48.765 INFO:    Plate 'stock_plate' well D3: target = 12.5k cells, aliquot = 82.2 μL
2023-11-29 00:00:48.773 INFO:    Plate 'stock_plate' well E3: target = 12.5k cells, aliquot = 191.3 μL
2023-11-29 00:00:48.777 INFO:    Plate 'stock_plate' well F3: target is zero, will skip transfer
2023-11-29 00:00:48.784 INFO:    Plate 'stock_plate' well G3: target = 12.5k cells, aliquot = 116.3 μL
2023-11-29 00:00:48.788 INFO:    Plate 'stock_plate' well H3: target = 12.5k cells, aliquot = 174.2 μL
2023-11-29 00:01:03.040 INFO:    Flushing CCI with 1 x 200.0 μL of 'pbs'.
2023-11-29 00:01:38.642 INFO:    Aliquoting 200.0 μL from source well A3 to well A3 on plate 'stock_plate'.
2023-11-29 00:01:47.401 INFO:    Mixing at source plate location 'A3', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:02:22.203 INFO:    Aliquoting 76.4 μL of 'media' and 123.6 μL from source well B3 to well B3 on plate 'stock_plate'.
2023-11-29 00:02:34.874 INFO:    Mixing at source plate location 'B3', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:03:08.805 INFO:    Aliquoting 200.0 μL from source well C3 to well C3 on plate 'stock_plate'.
2023-11-29 00:03:15.155 INFO:    Mixing at source plate location 'C3', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:03:50.179 INFO:    Aliquoting 117.8 μL of 'media' and 82.2 μL from source well D3 to well D3 on plate 'stock_plate'.
2023-11-29 00:04:03.691 INFO:    Mixing at source plate location 'D3', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:04:36.747 INFO:    Aliquoting 8.7 μL of 'media' and 191.3 μL from source well E3 to well E3 on plate 'stock_plate'.
2023-11-29 00:04:47.976 INFO:    Mixing at source plate location 'E3', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:05:23.408 INFO:    Not aliquoting from source well F3 to well F3 on plate 'stock_plate'.
2023-11-29 00:05:23.417 INFO:    Aliquoting 83.7 μL of 'media' and 116.3 μL from source well G3 to well G3 on plate 'stock_plate'.
2023-11-29 00:05:36.251 INFO:    Mixing at source plate location 'G3', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:06:10.103 INFO:    Aliquoting 25.8 μL of 'media' and 174.2 μL from source well H3 to well H3 on plate 'stock_plate'.
2023-11-29 00:06:21.756 INFO:    Mixing at source plate location 'H3', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:06:56.911 INFO:    Setting tempdeck to 25.0 °C...
2023-11-29 00:07:40.635 INFO:    Tempdeck reached setpoint.
2023-11-29 00:07:49.243 INFO:    Mixing at source plate location 'A4', 15 cycles for stage 'postquench', well vol 260.0 μL, plunger boost ON
2023-11-29 00:07:50.691 DEBUG:   Enabling plunger boost for pipette '8ch', max speed 150.0, accel 1000.0
2023-11-29 00:08:15.463 DEBUG:   Disabling plunger boost for pipette '8ch'
2023-11-29 00:08:16.341 INFO:    Loading CCI from source column 4.
2023-11-29 00:09:24.375 INFO:    Running CCI counting scan for source plate column 4...
2023-11-29 00:10:41.291 INFO:    CCI counting scan complete.
2023-11-29 00:10:41.299 INFO:    Well A4: density = 107.3 cells/μL, valid_area = 96%
2023-11-29 00:10:41.302 INFO:    Well B4: density = 147.1 cells/μL, valid_area = 97%
2023-11-29 00:10:41.306 INFO:    Well C4: density = 159.8 cells/μL, valid_area = 97%
2023-11-29 00:10:41.312 INFO:    Well D4: density = 83.2 cells/μL, valid_area = 98%
2023-11-29 00:10:41.322 INFO:    Well E4: density = 160.7 cells/μL, valid_area = 98%
2023-11-29 00:10:41.326 INFO:    Well F4: density = 103.9 cells/μL, valid_area = 98%
2023-11-29 00:10:41.330 INFO:    Well G4: density = 211.1 cells/μL, valid_area = 98%
2023-11-29 00:10:41.337 INFO:    Well H4: density = 164.4 cells/μL, valid_area = 98%
2023-11-29 00:10:41.396 INFO:    Plate 'stock_plate' well A4: target = 12.5k cells, aliquot = 116.5 μL
2023-11-29 00:10:41.409 INFO:    Plate 'stock_plate' well B4: target = 12.5k cells, aliquot = 85.0 μL
2023-11-29 00:10:41.444 INFO:    Plate 'stock_plate' well C4: target = 12.5k cells, aliquot = 78.2 μL
2023-11-29 00:10:41.454 INFO:    Plate 'stock_plate' well D4: target = 12.5k cells, aliquot = 150.2 μL
2023-11-29 00:10:41.458 INFO:    Plate 'stock_plate' well E4: target = 12.5k cells, aliquot = 77.8 μL
2023-11-29 00:10:41.467 INFO:    Plate 'stock_plate' well F4: target = 12.5k cells, aliquot = 120.4 μL
2023-11-29 00:10:41.486 INFO:    Plate 'stock_plate' well G4: target = 12.5k cells, aliquot = 59.2 μL
2023-11-29 00:10:41.495 INFO:    Plate 'stock_plate' well H4: target = 12.5k cells, aliquot = 76.1 μL
2023-11-29 00:10:55.844 INFO:    Flushing CCI with 1 x 200.0 μL of 'pbs'.
2023-11-29 00:11:31.407 INFO:    Aliquoting 83.5 μL of 'media' and 116.5 μL from source well A4 to well A4 on plate 'stock_plate'.
2023-11-29 00:11:46.575 INFO:    Mixing at source plate location 'A4', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:12:20.288 INFO:    Aliquoting 115.0 μL of 'media' and 85.0 μL from source well B4 to well B4 on plate 'stock_plate'.
2023-11-29 00:12:33.852 INFO:    Mixing at source plate location 'B4', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:13:06.881 INFO:    Aliquoting 121.8 μL of 'media' and 78.2 μL from source well C4 to well C4 on plate 'stock_plate'.
2023-11-29 00:13:20.558 INFO:    Mixing at source plate location 'C4', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:13:53.428 INFO:    Aliquoting 49.8 μL of 'media' and 150.2 μL from source well D4 to well D4 on plate 'stock_plate'.
2023-11-29 00:14:05.541 INFO:    Mixing at source plate location 'D4', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:14:39.995 INFO:    Aliquoting 122.2 μL of 'media' and 77.8 μL from source well E4 to well E4 on plate 'stock_plate'.
2023-11-29 00:14:53.748 INFO:    Mixing at source plate location 'E4', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:15:26.716 INFO:    Aliquoting 79.6 μL of 'media' and 120.4 μL from source well F4 to well F4 on plate 'stock_plate'.
2023-11-29 00:15:39.527 INFO:    Mixing at source plate location 'F4', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:16:13.481 INFO:    Aliquoting 140.8 μL of 'media' and 59.2 μL from source well G4 to well G4 on plate 'stock_plate'.
2023-11-29 00:16:27.729 INFO:    Mixing at source plate location 'G4', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:17:00.430 INFO:    Aliquoting 123.9 μL of 'media' and 76.1 μL from source well H4 to well H4 on plate 'stock_plate'.
2023-11-29 00:17:14.254 INFO:    Mixing at source plate location 'H4', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:17:55.685 INFO:    Mixing at source plate location 'A5', 15 cycles for stage 'postquench', well vol 260.0 μL, plunger boost ON
2023-11-29 00:17:57.114 DEBUG:   Enabling plunger boost for pipette '8ch', max speed 150.0, accel 1000.0
2023-11-29 00:18:22.164 DEBUG:   Disabling plunger boost for pipette '8ch'
2023-11-29 00:18:23.048 INFO:    Loading CCI from source column 5.
2023-11-29 00:19:31.079 INFO:    Running CCI counting scan for source plate column 5...
2023-11-29 00:20:45.261 INFO:    CCI counting scan complete.
2023-11-29 00:20:45.272 INFO:    Well A5: density = 58.3 cells/μL, valid_area = 96%
2023-11-29 00:20:45.280 INFO:    Well B5: density = 64.4 cells/μL, valid_area = 97%
2023-11-29 00:20:45.284 INFO:    Well C5: density = 82.5 cells/μL, valid_area = 97%
2023-11-29 00:20:45.289 INFO:    Well D5: density = 71.5 cells/μL, valid_area = 98%
2023-11-29 00:20:45.296 INFO:    Well E5: density = 56.2 cells/μL, valid_area = 98%
2023-11-29 00:20:45.303 INFO:    Well F5: density = 80.5 cells/μL, valid_area = 98%
2023-11-29 00:20:45.307 INFO:    Well G5: density = 112.7 cells/μL, valid_area = 98%
2023-11-29 00:20:45.318 INFO:    Well H5: density = 83.5 cells/μL, valid_area = 98%
2023-11-29 00:20:45.373 INFO:    Plate 'stock_plate' well A5: target is zero, will skip transfer
2023-11-29 00:20:45.377 INFO:    Plate 'stock_plate' well B5: target is zero, will skip transfer
2023-11-29 00:20:45.383 INFO:    Plate 'stock_plate' well C5: target is zero, will skip transfer
